Empresa,Fecha inventario,Almacén,Barcode,Piezas,ID Ubicación,LPN,Fecha caducidad,No. Lote,RDM
SRS,20240830,840,92878909,1,11BH001L0,ILPNCIG0000006650, , ,153312
SRS,20240830,840,92858681,1,11BH001L0,ILPNCIG0000006651, , ,153279
SRS,20240830,840,927868,1,11BH001L0,ILPNCIG0000006642, , ,153038
SRS,20240830,840,1518747,1,11BH001L0,ILPNCIG0000006637, , ,153343
SRS,20240830,840,922390,1,11BH001L0,ILPNCIG0000006565, , ,152606
SRS,20240830,840,48305413,1,11BH001L0,ILPNCIG0000006567, , ,152810
SRS,20240830,840,1518705,1,11BH001L0,ILPNCIG0000006584, , ,152879
SRS,20240830,840,58666514,1,11BH001L0,ILPNCIG0000006585, , ,B3ILPNCIG0000006585
SRS,20240830,840,928143,1,11BH001L0,ILPNCIG0000006588, , ,153259
SRS,20240830,840,6360309,1,11BH001L0,ILPNCIG0000006591, , ,153414
SRS,20240830,840,41521880,2,11BH002L0,ILPNCIG0000006752, , ,5628
SRS,20240830,840,42441803,2,11BH002L0,ILPNCIG0000006740, , ,5662
SRS,20240830,840,28420942,1,11BH004L0,ILPNCIG0000004237, , ,148983
SRS,20240830,840,28420942,1,11BH004L0,ILPNCIG0000004238, , ,148983
SRS,20240830,840,37094298,1,11BH004L0,ILPNCIG0000004242, , ,960473
SRS,20240830,840,6331871,1,11BH004L0,ILPNCIG0000004249, , ,5456
SRS,20240830,840,8740799,2,11BH004L0,ILPNCIG0000004252, , ,5344
SRS,20240830,840,43263629,1,11BH004L0,ILPNCIG0000004261, , ,146475
SRS,20240830,840,43263629,1,11BH004L0,ILPNCIG0000004283, , ,143996
SRS,20240830,840,1105966,1,11BH004L0,ILPNCIG0000004295, , ,145540
SRS,20240830,840,88217710,1,11BH004L0,ILPNCIG0000004298, , ,152086
SRS,20240830,840,45830520,1,11BH004L0,ILPNCIG0000004316, , ,5573
SRS,20240830,840,30233720,1,11BH004L0,ILPNCIG0000004318, , ,4737
SRS,20240830,840,8598031,1,11BH004L0,ILPNCIG0000004339, , ,5283
SRS,20240830,840,43263905,1,11BH004L0,ILPNCIG0000004346, , ,147953
SRS,20240830,840,6776879,1,11BH004L0,ILPNCIG0000004379, , ,4627
SRS,20240830,840,51797832,1,11BH004L0,ILPNCIG0000004382, , ,5133
SRS,20240830,840,2349828,1,11BH004L0,ILPNCIG0000004389, , ,150305
SRS,20240830,840,41520738,1,11BH004L0,ILPNCIG0000004394, , ,5584
SRS,20240830,840,92885044,1,11BH004L0,ILPNCIG0000004412, , ,5499
SRS,20240830,840,41771299,1,11BH004L0,ILPNCIG0000004417, , ,147309
SRS,20240830,840,891914,1,11BH004L0,ILPNCIG0000004427, , ,5296
SRS,20240830,840,43263629,1,11BH004L0,ILPNCIG0000004430, , ,1492998
SRS,20240830,840,63332329,1,13AP001L0,ILPNCIG0000004963, , ,153448
SRS,20240830,840,58754259,1,13AP001L0,ILPNCIG0000004972, , ,152503
SRS,20240830,840,40156509,1,13AP001L0,ILPNCIG0000004988, , ,152502
SRS,20240830,840,41520738,1,13AP001L0,ILPNCIG0000004999, , ,152495
SRS,20240830,840,9775307,1,13AP002L0,ILPNCIG0000004183, , ,153400
SRS,20240830,840,51797832,1,13AP002L0,ILPNCIG0000004197, , ,146901
SRS,20240830,840,6360367,1,13AP002L0,ILPNCIG0000004202, , ,153418
SRS,20240830,840,2552877,1,13AP002L0,ILPNCIG0000004204, , ,151407
SRS,20240830,840,31365532,1,13AP002L0,ILPNCIG0000004223, , ,153401
SRS,20240830,840,27824704,1,13AP003L0,ILPNCIG0000004178, , ,150304
SRS,20240830,840,9111874,1,15OA003L0,ILPNCIG0000000134, , ,153157
SRS,20240830,840,25626351,1,15OA003L0,ILPNCIG0000000158, , ,153192
SRS,20240830,840,29051401,1,15OA003L0,ILPNCIG0000000122, , ,142892
SRS,20240830,840,25235603,1,15OA004L0,ILPNCIG0000000112, , ,143652
SRS,20240830,840,51029537,1,15OA004L0,ILPNCIG0000000108, , ,151547
SRS,20240830,840,42060117,1,15OA005L0,ILPNCIG0000000052, , ,150840
SRS,20240830,840,37482092,1,15OA005L0,ILPNCIG0000000049, , ,150834
SRS,20240830,840,24883192,1,15OA006L0,ILPNCIG0000000027, , ,141782
SRS,20240830,840,19052045,1,15OA006L0,ILPNCIG0000000036, , ,141974
SRS,20240830,840,50665048,2,16NA001L0,ILPNCIG0000006268, , ,151777
SRS,20240830,840,84285421,1,16NA001L0,ILPNCIG0000006263, , ,151737
SRS,20240830,840,55413551,1,16NA001L0,ILPNCIG0000006231, , ,152156
SRS,20240830,840,55447873,2,16NA001L0,ILPNCIG0000006223, , ,5507
SRS,20240830,840,4880044,2,16NA001L0,ILPNCIG0000006224, , ,876551
SRS,20240830,840,30666147,1,16NA002L0,ILPNCIG0000005152, , ,150618
SRS,20240830,840,30274767,1,16NA002L0,ILPNCIG0000005154, , ,152514
SRS,20240830,840,30760697,1,16NA002L0,ILPNCIG0000005157, , ,150164
SRS,20240830,840,55413837,1,16NA002L0,ILPNCIG0000006200, , ,151870
SRS,20240830,840,49894973,2,16NA002L0,ILPNCIG0000006184, , ,151871
SRS,20240830,840,25235550,1,16NA002L0,ILPNCIG0000006180, , ,5451
SRS,20240830,840,31039046,1,16NA002L0,ILPNCIG0000006189, , ,152327
SRS,20240830,840,60845727,1,17NB001L0,ILPNCIG0000000175, , ,148331
SRS,20240830,840,42060117,1,17NB001L0,ILPNCIG0000000195, , ,148228
SRS,20240830,840,30758744,1,17NB001L0,ILPNCIG0000000201, , ,150384
SRS,20240830,840,50718302,1,17NB002L0,ILPNCIG0000000213, , ,153899
SRS,20240830,840,25053809,1,17NB002L0,ILPNCIG0000000217, , ,143212
SRS,20240830,840,2431766,1,17NB002L0,ILPNCIG0000000228, , ,159555
SRS,20240830,840,4880044,1,17NB003L0,ILPNCIG0000000246, , ,149935
SRS,20240830,840,7993521,1,17NB003L0,ILPNCIG0000000257, , ,149426
SRS,20240830,840,3029213,1,17NB003L0,ILPNCIG0000000260, , ,152042
SRS,20240830,840,37482010,1,17NB003L0,ILPNCIG0000000275, , ,143532
SRS,20240830,840,19521261,1,17NB003L0,ILPNCIG0000000265, , ,149052
SRS,20240830,840,25032751,1,17NB004L0,ILPNCIG0000000290, , ,145495
SRS,20240830,840,13921732,1,17NB004L0,ILPNCIG0000000291, , ,145233
SRS,20240830,840,8440555,1,17NB004L0,ILPNCIG0000000292, , ,144565
SRS,20240830,840,46390218,1,17NB004L0,ILPNCIG0000000321, , ,150123
SRS,20240830,840,19787538,1,17NB005L0,ILPNCIG0000000327, , ,144010
SRS,20240830,840,37482056,1,17NB005L0,ILPNCIG0000000331, , ,146162
SRS,20240830,840,59602992,1,17NB005L0,ILPNCIG0000000332, , ,148713
SRS,20240830,840,42188570,1,17NB005L0,ILPNCIG0000000333, , ,1477321
SRS,20240830,840,23803841,1,17NB005L0,ILPNCIG0000000337, , ,147232
SRS,20240830,840,42771224,1,17NB005L0,ILPNCIG0000000344, , ,148481
SRS,20240830,840,28343802,1,17NB005L0,ILPNCIG0000000364, , ,143761
SRS,20240830,840,19521261,1,17NB006L0,ILPNCIG0000000377, , ,143759
SRS,20240830,840,55413551,1,17NB006L0,ILPNCIG0000000385, , ,149900
SRS,20240830,840,25038380,1,17NB007L0,ILPNCIG0000000397, , ,146980
SRS,20240830,840,513493,1,17NB007L0,ILPNCIG0000000407, , ,151433
SRS,20240830,840,513493,1,17NB007L0,ILPNCIG0000000427, , ,1515177
SRS,20240830,840,79552571,1,17NB008L0,ILPNCIG0000000432, , ,1494630
SRS,20240830,840,78084687,1,17NB008L0,ILPNCIG0000000439, , ,150459
SRS,20240830,840,26077390,1,17NB008L0,ILPNCIG0000000442, , ,148841
SRS,20240830,840,24883192,1,17NB008L0,ILPNCIG0000000453, , ,150752
SRS,20240830,840,40599335,1,17NB009L0,ILPNCIG0000000474, , ,149463
SRS,20240830,840,63643529,1,17NB009L0,ILPNCIG0000000483, , ,149292
SRS,20240830,840,34496556,1,17NB009L0,ILPNCIG0000000496, , ,144632
SRS,20240830,840,29051401,1,17NB009L0,ILPNCIG0000000503, , ,153700
SRS,20240830,840,6094304,1,17NB011L0,ILPNCIG0000000544, , ,151520
SRS,20240830,840,42327482,1,17NB011L0,ILPNCIG0000000546, , ,151583
SRS,20240830,840,24883192,1,17NB011L0,ILPNCIG0000000570, , ,143910
SRS,20240830,840,25053809,1,17NB011L0,ILPNCIG0000000565, , ,143132
SRS,20240830,840,57578782,1,17NB012L0,ILPNCIG0000000592, , ,148340
SRS,20240830,840,14475697,1,17NB012L0,ILPNCIG0000000584, , ,148767
SRS,20240830,840,34291704,1,17NB012L0,ILPNCIG0000000594, , ,149384
SRS,20240830,840,19521261,1,17NB012L0,ILPNCIG0000000580, , ,149053
SRS,20240830,840,29808764,1,17NB012L0,ILPNCIG0000000575, , ,149027
SRS,20240830,840,57578782,1,17NB013L0,ILPNCIG0000000616, , ,148894
SRS,20240830,840,24883192,1,17NB013L0,ILPNCIG0000000620, , ,148823
SRS,20240830,840,51029395,1,17NB013L0,ILPNCIG0000000636, , ,147850
SRS,20240830,840,50644338,1,17NB013L0,ILPNCIG0000000639, , ,150778
SRS,20240830,840,30666085,1,17NB013L0,ILPNCIG0000000655, , ,142968
SRS,20240830,840,26077309,1,17NB013L0,ILPNCIG0000000645, , ,150868
SRS,20240830,840,25626280,1,17NB017L0,ILPNCIG0000000671, , ,5557
SRS,20240830,840,25121860,1,17NB017L0,ILPNCIG0000000675, , ,5730
SRS,20240830,840,17781510,1,17NB018L0,ILPNCIG0000000710, , ,4517
SRS,20240830,840,23741220,1,17NB018L0,ILPNCIG0000000697, , ,4742
SRS,20240830,840,17468663,1,17NB018L0,ILPNCIG0000000691, , ,4297
SRS,20240830,840,25038380,1,17NB019L0,ILPNCIG0000000730, , ,4237814
SRS,20240830,840,30666030,2,17NB019L0,ILPNCIG0000000780, , ,4346
SRS,20240830,840,72362600,1,17NB019L0,ILPNCIG0000000786, , ,4646
SRS,20240830,840,19167298,1,17NB019L0,ILPNCIG0000000778, , ,4362
SRS,20240830,840,24883192,1,17NB019L0,ILPNCIG0000000774, , ,3777
SRS,20240830,840,6094304,1,17NB019L0,ILPNCIG0000000717, , ,5843
SRS,20240830,840,52141243,1,17NB020L0,ILPNCIG0000000763, , ,4482
SRS,20240830,840,25038380,1,17NB020L0,ILPNCIG0000000751, , ,4519
SRS,20240830,840,55802176,1,21NK001L0,ILPNCIG0000000814, , ,149731
SRS,20240830,840,8826656,1,21NK001L0,ILPNCIG0000000815, , ,150204
SRS,20240830,840,66251741,1,21NK001L0,ILPNCIG0000000904, , ,876407
SRS,20240830,840,30666101,1,21NK001L0,ILPNCIG0000000880, , ,151225
SRS,20240830,840,8826911,1,21NK001L0,ILPNCIG0000000883, , ,876097
SRS,20240830,840,3481695,1,21NK001L0,ILPNCIG0000000826, , ,150040
SRS,20240830,840,26077452,1,21NK001L0,ILPNCIG0000000837, , ,143245
SRS,20240830,840,53667782,1,21NK001L0,ILPNCIG0000000840, , ,150800
SRS,20240830,840,79552366,1,21NK001L0,ILPNCIG0000000870, , ,151398
SRS,20240830,840,19590339,1,D107AL012L,ILPNCIG0000004593, , ,153729
SRS,20240830,840,35213804,1,04BE006L0,ILPNCIG0000005362, , ,153219
SRS,20240830,840,38967441,1,04BE006L0,ILPNCIG0000005551, , ,153524
SRS,20240830,840,53423124,1,04BE006L0,ILPNCIG0000005536, , ,153790
SRS,20240830,840,83102674,4,04BE006L0,ILPNCIG0000005532, , ,876556
SRS,20240830,840,19952573,1,04BE006L0,ILPNCIG0000005529, , ,876529
SRS,20240830,840,41085094,1,04BE006L0,ILPNCIG0000005527, , ,876564
SRS,20240830,840,23668980,1,04BE006L0,ILPNCIG0000005513, , ,152622
SRS,20240830,840,42583713,1,04BE006L0,ILPNCIG0000005510, , ,153970
SRS,20240830,840,47224235,1,04BE006L0,ILPNCIG0000004553, , ,151982
SRS,20240830,840,92612472,1,04BE006L0,ILPNCIG0000004551, , ,153298
SRS,20240830,840,25235596,1,04BE006L0,ILPNCIG0000004549, , ,153346
SRS,20240830,840,97337298,1,04BE006L0,ILPNCIG0000004527, , ,876530
SRS,20240830,840,68483890,2,04BE007L0,ILPNCIG0000006310, , ,153717
SRS,20240830,840,20214279,1,04BE007L0,ILPNCIG0000006300, , ,5508
SRS,20240830,840,47227143,1,07AL012L0,ILPNCIG0000004564, , ,152557
SRS,20240830,840,25626351,1,07AL012L0,ILPNCIG0000004565, , ,153543
SRS,20240830,840,30760697,1,07AL012L0,ILPNCIG0000004569, , ,152875
SRS,20240830,840,63643529,1,07AL012L0,ILPNCIG0000004572, , ,152753
SRS,20240830,840,7116579,1,07AL012L0,ILPNCIG0000004575, , ,150554
SRS,20240830,840,2133388,1,07AL012L0,ILPNCIG0000004576, , ,152609
SRS,20240830,840,513493,1,07AL012L0,ILPNCIG0000004578, , ,1453777
SRS,20240830,840,3474583,1,07AL013L0,ILPNCIG0000005027, , ,152528
SRS,20240830,840,9029796,1,07AL013L0,ILPNCIG0000005034, , ,152695
SRS,20240830,840,7116579,1,07AL013L0,ILPNCIG0000004606, , ,150097
SRS,20240830,840,92729981,1,07AL013L0,ILPNCIG0000004616, , ,150098
SRS,20240830,840,3482255,1,07AL014L0,ILPNCIG0000005042, , ,151725
SRS,20240830,840,19590339,1,07AL014L0,ILPNCIG0000005045, , ,152874
SRS,20240830,840,84285805,1,07AL014L0,ILPNCIG0000004604, , ,151598
SRS,20240830,840,21393539,1,07AL014L0,ILPNCIG0000005066, , ,151776
SRS,20240830,840,29270906,1,07AL014L0,ILPNCIG0000005076, , ,151763
SRS,20240830,840,6332316,2,11BH001L0,ILPNCIG0000006715, , ,152476
SRS,20240830,840,917253,2,11BH001L0,ILPNCIG0000006712, , ,151680
SRS,20240830,840,906685,4,11BH001L0,ILPNCIG0000006711, , ,152472
SRS,20240830,840,28420979,1,11BH001L0,ILPNCIG0000006702, , ,152821
SRS,20240830,840,48305379,1,11BH001L0,ILPNCIG0000006680, , ,5667
SRS,20240830,840,906685,1,11BH001L0,ILPNCIG0000006646, , ,153545
SRS,20240830,840,621269,1,11BH001L0,ILPNCIG0000006633, , ,150488
SRS,20240830,840,906685,1,11BH001L0,ILPNCIG0000006564, , ,153881
SRS,20240830,840,42409545,1,11BH001L0,ILPNCIG0000006574, , ,153559
SRS,20240830,840,2349985,1,11BH001L0,ILPNCIG0000006603, , ,153978
SRS,20240830,840,92886285,1,11BH001L0,ILPNCIG0000006610, , ,153834
SRS,20240830,840,88217630,2,11BH002L0,ILPNCIG0000006733, , ,5694
SRS,20240830,840,28420942,1,11BH004L0,ILPNCIG0000004225, , ,5568
SRS,20240830,840,27200860,1,11BH004L0,ILPNCIG0000004230, , ,5466
SRS,20240830,840,40170770,1,11BH004L0,ILPNCIG0000004244, , ,5569
SRS,20240830,840,66601158,4,11BH004L0,ILPNCIG0000004260, , ,145537
SRS,20240830,840,30239975,1,11BH004L0,ILPNCIG0000004263, , ,146451
SRS,20240830,840,66601130,1,11BH004L0,ILPNCIG0000004281, , ,148982
SRS,20240830,840,30236316,1,11BH004L0,ILPNCIG0000004284, , ,145550
SRS,20240830,840,30236316,1,11BH004L0,ILPNCIG0000004291, , ,145510
SRS,20240830,840,2461086,1,11BH004L0,ILPNCIG0000004300, , ,4472
SRS,20240830,840,30233720,1,11BH004L0,ILPNCIG0000004319, , ,4738
SRS,20240830,840,45830520,1,11BH004L0,ILPNCIG0000004338, , ,5595
SRS,20240830,840,51738833,1,11BH004L0,ILPNCIG0000004352, , ,1499473
SRS,20240830,840,41642740,1,11BH004L0,ILPNCIG0000004356, , ,147697
SRS,20240830,840,51797743,1,11BH004L0,ILPNCIG0000004361, , ,146208
SRS,20240830,840,6360622,1,11BH004L0,ILPNCIG0000004370, , ,150402
SRS,20240830,840,2553057,1,11BH004L0,ILPNCIG0000004372, , ,5170
SRS,20240830,840,8738893,1,11BH004L0,ILPNCIG0000004381, , ,5311
SRS,20240830,840,41521282,1,11BH004L0,ILPNCIG0000004396, , ,5575
SRS,20240830,840,1518664,1,11BH004L0,ILPNCIG0000004410, , ,5162
SRS,20240830,840,2461044,1,11BH004L0,ILPNCIG0000004423, , ,14617
SRS,20240830,840,1518622,1,11BH004L0,ILPNCIG0000004424, , ,5267
SRS,20240830,840,6842901,1,11BH004L0,ILPNCIG0000004432, , ,5200
SRS,20240830,840,8548721,1,13AP001L0,ILPNCIG0000004978, , ,152087
SRS,20240830,840,891996,1,13AP001L0,ILPNCIG0000004989, , ,153449
SRS,20240830,840,41521282,1,13AP001L0,ILPNCIG0000004991, , ,153209
SRS,20240830,840,891996,1,13AP001L0,ILPNCIG0000004992, , ,152499
SRS,20240830,840,41520738,1,13AP001L0,ILPNCIG0000004996, , ,153210
SRS,20240830,840,36177503,1,13AP001L0,ILPNCIG0000005014, , ,149470
SRS,20240830,840,63332329,1,13AP002L0,ILPNCIG0000004181, , ,152728
SRS,20240830,840,6360408,1,13AP002L0,ILPNCIG0000004205, , ,150934
SRS,20240830,840,6827622,1,13AP002L0,ILPNCIG0000004218, , ,152181
SRS,20240830,840,30234514,1,13AP003L0,ILPNCIG0000004174, , ,145835
SRS,20240830,840,27824302,2,13AP003L0,ILPNCIG0000004175, , ,145267
SRS,20240830,840,30665960,1,15OA002L0,ILPNCIG0000000159, , ,F30665960
SRS,20240830,840,51029251,1,15OA002L0,ILPNCIG0000000168, , ,151529
SRS,20240830,840,5262572,1,15OA003L0,ILPNCIG0000000135, , ,152886
SRS,20240830,840,78082965,1,15OA003L0,ILPNCIG0000000137, , ,153181
SRS,20240830,840,9111915,1,15OA003L0,ILPNCIG0000000145, , ,152074
SRS,20240830,840,14475697,1,15OA004L0,ILPNCIG0000000079, , ,146925
SRS,20240830,840,81738223,1,15OA004L0,ILPNCIG0000000081, , ,150768
SRS,20240830,840,78082965,1,15OA004L0,ILPNCIG0000000087, , ,150830
SRS,20240830,840,4949189,1,15OA004L0,ILPNCIG0000000089, , ,150869
SRS,20240830,840,52141243,1,15OA005L0,ILPNCIG0000000070, , ,151047
SRS,20240830,840,3482255,1,16NA001L0,ILPNCIG0000006284, , ,151541
SRS,20240830,840,78084687,1,16NA001L0,ILPNCIG0000006279, , ,151727
SRS,20240830,840,55413551,1,16NA001L0,ILPNCIG0000006269, , ,151778
SRS,20240830,840,2431766,1,16NA001L0,ILPNCIG0000006259, , ,151578
SRS,20240830,840,21393539,4,16NA001L0,ILPNCIG0000006247, , ,151865
SRS,20240830,840,8826656,1,16NA001L0,ILPNCIG0000006230, , ,151764
SRS,20240830,840,513493,1,16NA001L0,ILPNCIG0000006218, , ,150549
SRS,20240830,840,3482130,1,16NA001L0,ILPNCIG0000006205, , ,5522
SRS,20240830,840,4880044,2,16NA001L0,ILPNCIG0000006206, , ,5520
SRS,20240830,840,50718302,1,16NA002L0,ILPNCIG0000005145, , ,151459
SRS,20240830,840,50718302,1,16NA002L0,ILPNCIG0000005147, , ,151469
SRS,20240830,840,30666101,1,16NA002L0,ILPNCIG0000005158, , ,150518
SRS,20240830,840,6094304,1,16NA002L0,ILPNCIG0000006185, , ,151643
SRS,20240830,840,32567198,1,16NA002L0,ILPNCIG0000006183, , ,570019
SRS,20240830,840,25626315,1,16NA002L0,ILPNCIG0000005139, , ,151590
SRS,20240830,840,51029153,1,16NA002L0,ILPNCIG0000005134, , ,151507
SRS,20240830,840,8826896,1,17NB001L0,ILPNCIG0000000182, , ,152114
SRS,20240830,840,24883192,1,17NB001L0,ILPNCIG0000000183, , ,153333
SRS,20240830,840,21393539,1,17NB002L0,ILPNCIG0000000241, , ,151145
SRS,20240830,840,14475697,1,17NB002L0,ILPNCIG0000000240, , ,150966
SRS,20240830,840,4860070,1,17NB002L0,ILPNCIG0000000239, , ,150942
SRS,20240830,840,3482255,1,17NB002L0,ILPNCIG0000000237, , ,150937
SRS,20240830,840,78082965,1,17NB003L0,ILPNCIG0000000264, , ,149781
SRS,20240830,840,38451248,1,17NB003L0,ILPNCIG0000000276, , ,144482
SRS,20240830,840,25032804,1,17NB004L0,ILPNCIG0000000280, , ,144671
SRS,20240830,840,25032804,1,17NB004L0,ILPNCIG0000000309, , ,148157
SRS,20240830,840,20326185,1,17NB004L0,ILPNCIG0000000322, , ,145916
SRS,20240830,840,53195685,1,17NB004L0,ILPNCIG0000000319, , ,148714
SRS,20240830,840,55447873,1,17NB004L0,ILPNCIG0000000318, , ,148484
SRS,20240830,840,63643529,1,17NB004L0,ILPNCIG0000000316, , ,148036
SRS,20240830,840,3482255,1,17NB004L0,ILPNCIG0000000314, , ,149931
SRS,20240830,840,26077390,1,17NB005L0,ILPNCIG0000000329, , ,144749
SRS,20240830,840,7306831,1,17NB005L0,ILPNCIG0000000338, , ,150034
SRS,20240830,840,8440555,1,17NB005L0,ILPNCIG0000000339, , ,147384
SRS,20240830,840,8826896,1,17NB005L0,ILPNCIG0000000342, , ,148276
SRS,20240830,840,51029537,1,17NB005L0,ILPNCIG0000000349, , ,149770
SRS,20240830,840,24883192,1,17NB005L0,ILPNCIG0000000366, , ,150014
SRS,20240830,840,84285805,1,17NB006L0,ILPNCIG0000000367, , ,151448
SRS,20240830,840,8826656,1,17NB006L0,ILPNCIG0000000378, , ,146588488
SRS,20240830,840,34496556,1,17NB006L0,ILPNCIG0000000381, , ,144118
SRS,20240830,840,5262572,1,17NB006L0,ILPNCIG0000000387, , ,151220
SRS,20240830,840,8826656,1,17NB006L0,ILPNCIG0000000392, , ,149558
SRS,20240830,840,24883192,1,17NB007L0,ILPNCIG0000000408, , ,151239
SRS,20240830,840,28343802,1,17NB007L0,ILPNCIG0000000412, , ,145964
SRS,20240830,840,53195256,1,17NB007L0,ILPNCIG0000000422, , ,151240
SRS,20240830,840,51804181,1,17NB008L0,ILPNCIG0000000451, , ,151224
SRS,20240830,840,3822352,1,17NB008L0,ILPNCIG0000000454, , ,150050
SRS,20240830,840,4880044,1,17NB008L0,ILPNCIG0000000467, , ,150344
SRS,20240830,840,28392867,1,17NB009L0,ILPNCIG0000000469, , ,148561
SRS,20240830,840,37482056,1,17NB009L0,ILPNCIG0000000491, , ,1487
SRS,20240830,840,84166470,1,17NB010L0,ILPNCIG0000000516, , ,153606
SRS,20240830,840,7167085,1,17NB010L0,ILPNCIG0000000520, , ,153410
SRS,20240830,840,24883192,1,17NB010L0,ILPNCIG0000000525, , ,142985
SRS,20240830,840,30884410,1,17NB010L0,ILPNCIG0000000534, , ,153662
SRS,20240830,840,23803878,1,17NB011L0,ILPNCIG0000000543, , ,147775
SRS,20240830,840,25116572,1,17NB012L0,ILPNCIG0000000588, , ,143782
SRS,20240830,840,63643529,1,17NB012L0,ILPNCIG0000000583, , ,149402
SRS,20240830,840,34496556,1,17NB012L0,ILPNCIG0000000582, , ,145103
SRS,20240830,840,34291624,1,17NB012L0,ILPNCIG0000000598, , ,148752
SRS,20240830,840,78082965,1,17NB013L0,ILPNCIG0000000630, , ,149443
SRS,20240830,840,3482015,1,17NB013L0,ILPNCIG0000000649, , ,137295
SRS,20240830,840,72361085,1,17NB013L0,ILPNCIG0000000641, , ,142682
SRS,20240830,840,925128,1,17NB017L0,ILPNCIG0000000664, , ,5478
SRS,20240830,840,25032608,1,17NB017L0,ILPNCIG0000000656, , ,4282
SRS,20240830,840,33954080,1,17NB018L0,ILPNCIG0000000714, , ,5687
SRS,20240830,840,25235603,1,17NB018L0,ILPNCIG0000000694, , ,4445
SRS,20240830,840,7306930,1,17NB018L0,ILPNCIG0000000692, , ,4227
SRS,20240830,840,55407399,1,17NB018L0,ILPNCIG0000000687, , ,5597
SRS,20240830,840,13070134,1,17NB018L0,ILPNCIG0000000703, , ,4156
SRS,20240830,840,25032751,1,17NB019L0,ILPNCIG0000000776, , ,3785
SRS,20240830,840,7993521,1,17NB019L0,ILPNCIG0000000772, , ,4037
SRS,20240830,840,19590339,1,17NB019L0,ILPNCIG0000000732, , ,5163
SRS,20240830,840,24883192,1,17NB019L0,ILPNCIG0000000773, , ,4996
SRS,20240830,840,8501456,1,17NB020L0,ILPNCIG0000000743, , ,4967
SRS,20240830,840,19590339,1,21NK001L0,ILPNCIG0000000816, , ,149533
SRS,20240830,840,8501456,1,21NK001L0,ILPNCIG0000000819, , ,149978
SRS,20240830,840,30666101,1,21NK001L0,ILPNCIG0000000828, , ,145780
SRS,20240830,840,19590339,1,21NK001L0,ILPNCIG0000000831, , ,149345
SRS,20240830,840,4949189,1,21NK001L0,ILPNCIG0000000856, , ,876410
SRS,20240830,840,8826896,1,21NK001L0,ILPNCIG0000000836, , ,141722
SRS,20240830,840,51029251,1,21NK001L0,ILPNCIG0000000860, , ,570073
SRS,20240830,840,2431766,1,21NK001L0,ILPNCIG0000000861, , ,960050
SRS,20240830,840,42327482,1,21NK001L0,ILPNCIG0000000849, , ,14354646
SRS,20240830,840,7306831,1,21NK002L0,ILPNCIG0000000794, , ,148559
SRS,20240830,840,51029117,1,21NK002L0,ILPNCIG0000000801, , ,876511
SRS,20240830,840,513493,1,D107AL012L,ILPNCIG0000004580, , ,153820
SRS,20240830,840,52304013,1,04BE006L0,ILPNCIG0000005548, , ,876254
SRS,20240830,840,26631601,1,04BE006L0,ILPNCIG0000005537, , ,153746
SRS,20240830,840,95896465,1,04BE006L0,ILPNCIG0000005523, , ,876610
SRS,20240830,840,51910146,1,04BE006L0,ILPNCIG0000005520, , ,153963
