Empresa|Fecha inventario|Almacén|Barcode|Piezas|ID Ubicación|LPN|Fecha caducidad|No. Lote|RDM
SRS|20240830|870|10453271|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453271|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|10453280|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453280|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453280|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453280|1|72CD400L0|ILPNVAL0000030894|||
SRS|20240830|870|10453315|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453324|1|72CD400L0|ILPNVAL0000030958|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030958|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030958|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453333|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453342|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453342|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453342|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453342|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030958|||
SRS|20240830|870|10453351|1|72CD400L0|ILPNVAL0000030958|||
SRS|20240830|870|10453360|1|72CD400L0|ILPNVAL0000030929|||
SRS|20240830|870|10453360|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453379|1|72CD400L0|ILPNVAL0000030925|||
SRS|20240830|870|10453379|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453379|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453388|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|10453422|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453422|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|10453431|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453431|1|72CD400L0|ILPNVAL0000030921|||
SRS|20240830|870|10453440|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453440|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453459|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453459|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453468|1|72CD400L0|ILPNVAL0000030936|||
SRS|20240830|870|10453477|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|10453477|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|10453486|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|10453495|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453495|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|10453495|1|72CD400L0|ILPNVAL0000031919|||
SRS|20240830|870|10519683|1|02XG002L4|ILPNVAL0000031020|||
SRS|20240830|870|10547714|49|02XG003L2|ILPNVAL0000031022|||
SRS|20240830|870|10547956|48|02XG004L2|ILPNVAL0000031025|||
SRS|20240830|870|10549472|49|02XG003L1|ILPNVAL0000031021|||
SRS|20240830|870|10550737|48|02XG003L1|ILPNVAL0000031021|||
SRS|20240830|870|10551781|17|02XG004L2|ILPNVAL0000031025|||
SRS|20240830|870|10552922|27|02XG003L1|ILPNVAL0000031021|||
SRS|20240830|870|10553985|25|02XG004L1|ILPNVAL0000031024|||
SRS|20240830|870|10554297|31|02XG004L3|ILPNVAL0000031026|||
SRS|20240830|870|10554331|42|02XG004L3|ILPNVAL0000031026|||
SRS|20240830|870|10554377|7|02XG003L3|ILPNVAL0000031023|||
SRS|20240830|870|10554377|28|02XG003L3|ILPNVAL0000031023|||
SRS|20240830|870|10554411|38|02XG004L1|ILPNVAL0000031024|||
SRS|20240830|870|10554457|50|02XG003L3|ILPNVAL0000031023|||
SRS|20240830|870|10554493|46|02XG004L1|ILPNVAL0000031024|||
SRS|20240830|870|10555385|64|02XG004L3|ILPNVAL0000031026|||
SRS|20240830|870|10555509|53|02XG003L3|ILPNVAL0000031023|||
SRS|20240830|870|10555956|56|02XG003L2|ILPNVAL0000031022|||
SRS|20240830|870|10558159|53|02XG004L2|ILPNVAL0000031025|||
SRS|20240830|870|10659424|6|01XH001L1|ILPNVAL0000031046|||
SRS|20240830|870|10659424|4|01XH001L2|ILPNVAL0000031047|||
SRS|20240830|870|10659424|16|01XH002L2|ILPNVAL0000031050|||
SRS|20240830|870|10659424|7|01XH002L2|ILPNVAL0000031050|||
SRS|20240830|870|10659424|384|04AX011L1|ILPNVAL0000030999|||
SRS|20240830|870|10659684|177|31KX013L0|ILPNVAL0000034158|||
SRS|20240830|870|10659808|11|31KX006L0|ILPNVAL0000034165|||
SRS|20240830|870|10659808|480|31KX008L1|ILPNVAL0000032093|||
SRS|20240830|870|10661957|1|02XF005L4|ILPNVAL0000005030|||
SRS|20240830|870|10662036|3|02XF006L2|ILPNVAL0000005032|||
SRS|20240830|870|10662198|9|02XF006L1|ILPNVAL0000005031|||
SRS|20240830|870|10662198|8|02XF005L2|ILPNVAL0000005028|||
SRS|20240830|870|10662670|1|02XF006L3|ILPNVAL0000005033|||
SRS|20240830|870|10662670|16|02XF006L3|ILPNVAL0000005033|||
SRS|20240830|870|10663115|14|02XF005L3|ILPNVAL0000005029|||
SRS|20240830|870|10663115|5|02XF005L2|ILPNVAL0000005028|||
SRS|20240830|870|10809744|442|01XI001L2|ILPNVAL0000031057|||
SRS|20240830|870|10809762|6|01XI003L2|ILPNVAL0000031060|||
SRS|20240830|870|10858192|2|30QX025L1|ILPNVAL0000038970|||
SRS|20240830|870|10885564|1|30RX028L2|ILPNVAL0000033576|||
SRS|20240830|870|10885564|1|30RX014L4|ILPNVAL0000033454|||
SRS|20240830|870|10885564|2|30RX013L4|ILPNVAL0000033457|||
SRS|20240830|870|10886330|2|30RX001L3|ILPNVAL0000033422|||
SRS|20240830|870|10886330|1|30RX003L4|ILPNVAL0000033476|||
SRS|20240830|870|10886330|4|30QX037L4|ILPNVAL0000032603|||
SRS|20240830|870|10886330|4|30QX005L4|ILPNVAL0000032602|||
SRS|20240830|870|10886330|3|30QX036L4|ILPNVAL0000032601|||
SRS|20240830|870|01090711|1|17CX001L1|ILPNVAL0000003127|||
SRS|20240830|870|01090711|1|17CX011L0|ILPNVAL0000002946|||
SRS|20240830|870|10971890|10|31KX008L2|ILPNVAL0000032092|||
SRS|20240830|870|10971890|1|31KX011L0|ILPNVAL0000034160|||
SRS|20240830|870|10972120|40|31KX013L2|ILPNVAL0000032107|||
SRS|20240830|870|10972120|25|31KX013L1|ILPNVAL0000032106|||
SRS|20240830|870|10972120|4|31KX011L0|ILPNVAL0000034160|||
SRS|20240830|870|10972415|30|31KX013L1|ILPNVAL0000032106|||
SRS|20240830|870|10972415|3|31KX011L0|ILPNVAL0000034160|||
SRS|20240830|870|10972602|20|31KX010L3|ILPNVAL0000032097|||
SRS|20240830|870|10972602|2|31KX010L0|ILPNVAL0000034161|||
SRS|20240830|870|10972602|25|31KX008L3|ILPNVAL0000032091|||
SRS|20240830|870|10972648|16|31KX007L2|ILPNVAL0000032089|||
SRS|20240830|870|10972648|3|31KX011L0|ILPNVAL0000034160|||
SRS|20240830|870|10972924|24|31KX010L1|ILPNVAL0000032099|||
SRS|20240830|870|10972924|20|31KX003L1|ILPNVAL0000032076|||
SRS|20240830|870|10973281|2|31KX011L0|ILPNVAL0000034160|||
SRS|20240830|870|10973503|1|31KX011L0|ILPNVAL0000034160|||
SRS|20240830|870|10973503|18|31KX007L2|ILPNVAL0000032089|||
SRS|20240830|870|10984573|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|10990119|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|10998764|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11099126|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11156233|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11200167|1|01XF002L2|ILPNVAL0000005126|||
SRS|20240830|870|11250612|1|72CD400L0|ILPNVAL0000030905|||
SRS|20240830|870|11250612|1|72CD400L0|ILPNVAL0000030905|||
SRS|20240830|870|11250612|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|11250612|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|11250621|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|11250621|1|72CD400L0|ILPNVAL0000030905|||
SRS|20240830|870|11250621|1|72CD400L0|ILPNVAL0000030951|||
SRS|20240830|870|11250765|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250890|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250890|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250890|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250890|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250890|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250890|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250907|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250907|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11250907|1|72CD400L0|ILPNVAL0000030953|||
SRS|20240830|870|11251219|1|72CD400L0|ILPNVAL0000030884|||
SRS|20240830|870|11251371|1|72CD400L0|ILPNVAL0000030915|||
SRS|20240830|870|11251371|1|72CD400L0|ILPNVAL0000030915|||
SRS|20240830|870|11251371|1|72CD400L0|ILPNVAL0000030915|||
SRS|20240830|870|11257035|1|72CD400L0|ILPNVAL0000030951|||
SRS|20240830|870|11257035|1|72CD400L0|ILPNVAL0000030951|||
SRS|20240830|870|11257044|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|11257115|1|72CD400L0|ILPNVAL0000030889|||
SRS|20240830|870|11257124|1|72CD400L0|ILPNVAL0000030899|||
SRS|20240830|870|11374891|5|01XF002L2|ILPNVAL0000005126|||
SRS|20240830|870|11400049|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11400816|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|00114530|2|01XB002L2|ILPNVAL0000005059|||
SRS|20240830|870|00114536|2|01XB001L3|ILPNVAL0000005057|||
SRS|20240830|870|11475639|3|51AI006L0|ILPNVAL0000006869|||
SRS|20240830|870|11476012|1|51AI002L0|ILPNVAL0000006872|||
SRS|20240830|870|11476754|12|51AI002L0|ILPNVAL0000006872|||
SRS|20240830|870|11476754|1|51AI015L0|ILPNVAL0000006860|||
SRS|20240830|870|11477226|1|51AI006L0|ILPNVAL0000006869|||
SRS|20240830|870|11490372|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11490587|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11490809|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11588660|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11594646|13|31KX003L0|ILPNVAL0000034168|||
SRS|20240830|870|11594646|18|31KX017L4|ILPNVAL0000034180|||
SRS|20240830|870|11594646|18|31KX017L3|ILPNVAL0000034181|||
SRS|20240830|870|11594646|18|31KX017L2|ILPNVAL0000034182|||
SRS|20240830|870|11594646|20|31KX019L3|ILPNVAL0000034173|||
SRS|20240830|870|11594646|18|31KX019L2|ILPNVAL0000034174|||
SRS|20240830|870|11675735|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11709136|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11736900|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11742564|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11743107|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11743250|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11743269|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11745052|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11745132|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11745132|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11746837|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11748139|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11748611|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11748826|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11748826|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11748924|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11749076|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11749076|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11749398|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11749496|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11833948|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11834170|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|11834894|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11834901|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11834938|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11835517|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11835571|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11835731|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11846774|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|11937069|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11944088|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|11980262|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12029799|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12030241|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12031964|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|12031964|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|12031964|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|12031973|1|72CD400L0|ILPNVAL0000030926|||
SRS|20240830|870|12031973|1|72CD400L0|ILPNVAL0000030889|||
SRS|20240830|870|12035773|1|72CD400L0|ILPNVAL0000030947|||
SRS|20240830|870|12036503|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12036503|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12036503|1|72CD400L0|ILPNVAL0000030924|||
SRS|20240830|870|12036503|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|12036512|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|12036521|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|12036521|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|12036530|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12036549|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12036549|1|72CD400L0|ILPNVAL0000030923|||
SRS|20240830|870|12036549|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|12037299|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12037299|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12037306|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12037315|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12037315|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12037315|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12037324|1|72CD400L0|ILPNVAL0000030960|||
SRS|20240830|870|12038298|1|72CD400L0|ILPNVAL0000030932|||
SRS|20240830|870|12038350|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12038369|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12038369|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12038369|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12038369|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|12038369|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|12038369|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|12038378|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|12038378|1|72CD400L0|ILPNVAL0000030944|||
SRS|20240830|870|12038378|1|72CD400L0|ILPNVAL0000030931|||
SRS|20240830|870|12038387|1|72CD400L0|ILPNVAL0000030921|||
SRS|20240830|870|12039153|1|72CD400L0|ILPNVAL0000030938|||
SRS|20240830|870|12039153|1|72CD400L0|ILPNVAL0000030896|||
SRS|20240830|870|12039153|1|72CD400L0|ILPNVAL0000030896|||
SRS|20240830|870|12039153|1|72CD400L0|ILPNVAL0000030896|||
SRS|20240830|870|12040838|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040838|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040838|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040847|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040865|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040874|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040874|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040892|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040892|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040892|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040909|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12040909|1|72CD400L0|ILPNVAL0000030934|||
SRS|20240830|870|12048858|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|12049213|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|12049722|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|12052325|1|72CD400L0|ILPNVAL0000030881|||
SRS|20240830|870|12127290|1|72CD400L0|ILPNVAL0000030886|||
SRS|20240830|870|12168648|5|31KX002L0|ILPNVAL0000034169|||
SRS|20240830|870|12168656|20|31KX002L0|ILPNVAL0000034169|||
SRS|20240830|870|12168664|4|31KX002L0|ILPNVAL0000034169|||
SRS|20240830|870|12201806|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12202118|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12202172|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12202350|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12202494|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|12202556|1|72CD400L0|ILPNVAL0000030887|||
SRS|20240830|870|13297855|6|17CX016L0|ILPNVAL0000002950|||
SRS|20240830|870|13297882|2|17CX016L0|ILPNVAL0000002950|||
SRS|20240830|870|13501338|1|72CD400L0|ILPNVAL0000030893|||
SRS|20240830|870|13539905|1|72CD400L0|ILPNVAL0000030896|||
SRS|20240830|870|13539905|1|72CD400L0|ILPNVAL0000030896|||
SRS|20240830|870|13539905|1|72CD400L0|ILPNVAL0000030896|||
SRS|20240830|870|13539905|1|72CD400L0|ILPNVAL0000031920|||
SRS|20240830|870|13539905|1|72CD400L0|ILPNVAL0000031920|||
