Empresa,Fecha inventario,Almacén,Barcode,Piezas,ID Ubicación,LPN,Fecha caducidad,No. Lote,RDM
SRS,8302024,870,9233181,1,43AL223L0,ILPNVAL0000006925, , ,151907
SRS,8302024,870,17781690,1,43AL223L0,ILPNVAL0000006892, , ,141984
SRS,8302024,870,2133388,1,43AL223L0,ILPNVAL0000006886, , ,151843
SRS,8302024,870,37482092,2,43AL223L0,ILPNVAL0000006891, , ,151900
SRS,8302024,870,24883192,1,43AL223L0,ILPNVAL0000006895, , ,876342
SRS,8302024,870,14115521,1,43AL223L0,ILPNVAL0000006926, , ,149114
SRS,8302024,870,23803878,1,43AL223L0,ILPNVAL0000006912, , ,142175
SRS,8302024,870,3857375,1,43AL223L0,ILPNVAL0000006887, , ,151701
SRS,8302024,870,41331460,1,43AL223L0,ILPNVAL0000006922, , ,153583
SRS,8302024,870,30758842,1,43AL223L0,ILPNVAL0000006911, , ,149725
SRS,8302024,870,8114085,1,43AL223L0,ILPNVAL0000006899, , ,152818
SRS,8302024,870,30760697,1,43AL223L0,ILPNVAL0000006913, , ,142799
SRS,8302024,870,28130701,1,43AL223L0,ILPNVAL0000006909, , ,153637
SRS,8302024,870,50718302,1,43AL223L0,ILPNVAL0000006919, , ,146511
SRS,8302024,870,3482255,1,43AL224L0,ILPNVAL0000006884, , ,152895
SRS,8302024,870,14475697,1,43AL224L0,ILPNVAL0000007067, , ,153650
SRS,8302024,870,63643529,1,43AL224L0,ILPNVAL0000007065, , ,152761
SRS,8302024,870,6406525,1,43AL224L0,ILPNVAL0000007068, , ,152376
SRS,8302024,870,28522403,1,43AL224L0,ILPNVAL0000007064, , ,152937
SRS,8302024,870,78082965,1,43AL224L0,ILPNVAL0000006931, , ,153852
SRS,8302024,870,23741220,1,43AL224L0,ILPNVAL0000006930, , ,153642
SRS,8302024,870,69023527,1,43AL224L0,ILPNVAL0000006883, , ,153924
SRS,8302024,870,30275613,1,43AL224L0,ILPNVAL0000007066, , ,152754
SRS,8302024,870,50718302,1,43AL225L0,ILPNVAL0000006949, , ,5046
SRS,8302024,870,13638183,1,43AL225L0,ILPNVAL0000006952, , ,876344
SRS,8302024,870,17558173,1,43AL225L0,ILPNVAL0000006953, , ,876381
SRS,8302024,870,51804181,1,43AL225L0,ILPNVAL0000006963, , ,960013
SRS,8302024,870,37482092,1,43AL225L0,ILPNVAL0000006968, , ,960015
SRS,8302024,870,44240866,1,43AL225L0,ILPNVAL0000006948, , ,5705
SRS,8302024,870,40599335,1,43AL225L0,ILPNVAL0000006947, , ,5358
SRS,8302024,870,8826937,1,43AL225L0,ILPNVAL0000006954, , ,876096
SRS,8302024,870,3474583,1,43AL225L0,ILPNVAL0000006959, , ,960008
SRS,8302024,870,30666147,1,43AL225L0,ILPNVAL0000006962, , ,960005
SRS,8302024,870,30760697,1,43AL225L0,ILPNVAL0000006971, , ,960035
SRS,8302024,870,47977637,1,43AL225L0,ILPNVAL0000006956, , ,960482
SRS,8302024,870,30666147,1,43AL225L0,ILPNVAL0000006966, , ,960004
SRS,8302024,870,3482255,1,43AL225L0,ILPNVAL0000006932, , ,960032
SRS,8302024,870,3474583,1,43AL225L0,ILPNVAL0000006941, , ,960010
SRS,8302024,870,3867085,1,43AL225L0,ILPNVAL0000006936, , ,960480
SRS,8302024,870,8826937,1,43AL225L0,ILPNVAL0000006939, , ,960478
SRS,8302024,870,30760697,1,43AL225L0,ILPNVAL0000006965, , ,960035
SRS,8302024,870,23803878,1,43AL225L0,ILPNVAL0000006937, , ,960018
SRS,8302024,870,23741220,1,43AL225L0,ILPNVAL0000006957, , ,960012
SRS,8302024,870,67442257,1,43AL225L0,ILPNVAL0000006933, , ,876409
SRS,8302024,870,25121860,1,43AL225L0,ILPNVAL0000006951, , ,5711
SRS,8302024,870,25121860,1,43AL225L0,ILPNVAL0000006950, , ,5710
SRS,8302024,870,13070134,1,43AL225L0,ILPNVAL0000006934, , ,960453
SRS,8302024,870,59690736,1,43AL225L0,ILPNVAL0000006940, , ,960020
SRS,8302024,870,7993521,1,43AL225L0,ILPNVAL0000006938, , ,876249
SRS,8302024,870,78085382,1,43AL225L0,ILPNVAL0000006964, , ,960019
SRS,8302024,870,8826896,1,43AL225L0,ILPNVAL0000006935, , ,960481
SRS,8302024,870,30666129,1,43AL225L0,ILPNVAL0000006943, , ,960007
SRS,8302024,870,69023527,1,43AL225L0,ILPNVAL0000006944, , ,960002
SRS,8302024,870,925100,1,43AL225L0,ILPNVAL0000006955, , ,960038
SRS,8302024,870,30758879,1,43AL225L0,ILPNVAL0000006960, , ,960022
SRS,8302024,870,3474583,1,43AL225L0,ILPNVAL0000006961, , ,960009
SRS,8302024,870,30666147,1,43AL225L0,ILPNVAL0000006942, , ,960006
SRS,8302024,870,42923202,1,43AL225L0,ILPNVAL0000006946, , ,876408
SRS,8302024,870,37482092,1,43AL225L0,ILPNVAL0000006958, , ,960016
SRS,8302024,870,37482010,1,43AL225L0,ILPNVAL0000006970, , ,960014
SRS,8302024,870,30666101,1,43AL225L0,ILPNVAL0000006969, , ,960003
SRS,8302024,870,30758879,1,43AL225L0,ILPNVAL0000006967, , ,960021
SRS,8302024,870,30666101,1,43AL225L0,ILPNVAL0000006945, , ,960484
SRS,8302024,870,26082357,1,43AL226L0,ILPNVAL0000006998, , ,151874
SRS,8302024,870,4382800,1,43AL226L0,ILPNVAL0000007073, , ,151637
SRS,8302024,870,53667693,1,43AL226L0,ILPNVAL0000006996, , ,153653
SRS,8302024,870,3029213,1,43AL226L0,ILPNVAL0000006995, , ,153652
SRS,8302024,870,513493,1,43AL226L0,ILPNVAL0000006987, , ,151860
SRS,8302024,870,9029796,1,43AL226L0,ILPNVAL0000006979, , ,153397
SRS,8302024,870,21393539,1,43AL226L0,ILPNVAL0000006973, , ,153521
SRS,8302024,870,19590339,1,43AL226L0,ILPNVAL0000007005, , ,152408
SRS,8302024,870,81738223,1,43AL226L0,ILPNVAL0000006982, , ,153396
SRS,8302024,870,3857557,1,43AL226L0,ILPNVAL0000007012, , ,152928
SRS,8302024,870,31039046,1,43AL226L0,ILPNVAL0000007007, , ,152936
SRS,8302024,870,2431766,1,43AL226L0,ILPNVAL0000007004, , ,152934
SRS,8302024,870,6861761,1,43AL226L0,ILPNVAL0000007017, , ,153167
SRS,8302024,870,25121860,1,43AL226L0,ILPNVAL0000007016, , ,153334
SRS,8302024,870,3822352,1,43AL226L0,ILPNVAL0000007014, , ,152935
SRS,8302024,870,55802176,1,43AL226L0,ILPNVAL0000007013, , ,152929
SRS,8302024,870,3857557,1,43AL226L0,ILPNVAL0000007011, , ,152931
SRS,8302024,870,27049490,1,43AL226L0,ILPNVAL0000006975, , ,153563
SRS,8302024,870,13638441,1,43AL226L0,ILPNVAL0000007018, , ,153176
SRS,8302024,870,4880044,1,43AL226L0,ILPNVAL0000006985, , ,153564
SRS,8302024,870,29051401,1,43AL226L0,ILPNVAL0000007021, , ,153170
SRS,8302024,870,6094304,1,43AL226L0,ILPNVAL0000007006, , ,153519
SRS,8302024,870,55414247,1,43AL226L0,ILPNVAL0000007001, , ,153522
SRS,8302024,870,3481695,1,43AL226L0,ILPNVAL0000006997, , ,151892
SRS,8302024,870,51029251,1,43AL226L0,ILPNVAL0000006992, , ,152036
SRS,8302024,870,30666101,1,43AL226L0,ILPNVAL0000006991, , ,151862
SRS,8302024,870,25626351,1,43AL226L0,ILPNVAL0000006986, , ,151925
SRS,8302024,870,59602992,1,43AL226L0,ILPNVAL0000006978, , ,152046
SRS,8302024,870,21393539,1,43AL226L0,ILPNVAL0000006974, , ,153177
SRS,8302024,870,7306930,1,43AL226L0,ILPNVAL0000007028, , ,153182
SRS,8302024,870,27049490,1,43AL226L0,ILPNVAL0000007010, , ,152927
SRS,8302024,870,81738189,1,43AL226L0,ILPNVAL0000006983, , ,153390
SRS,8302024,870,61379195,1,43AL226L0,ILPNVAL0000007019, , ,153180
SRS,8302024,870,3474525,1,43AL226L0,ILPNVAL0000007027, , ,153171
SRS,8302024,870,24883192,1,43AL226L0,ILPNVAL0000007008, , ,153335
SRS,8302024,870,55414247,1,43AL226L0,ILPNVAL0000007002, , ,153520
SRS,8302024,870,2135780,1,43AL226L0,ILPNVAL0000006988, , ,153423
SRS,8302024,870,8440555,1,43AL226L0,ILPNVAL0000006984, , ,153424
SRS,8302024,870,31260896,1,43AL226L0,ILPNVAL0000006981, , ,153393
SRS,8302024,870,4382800,1,43AL226L0,ILPNVAL0000006980, , ,153425
SRS,8302024,870,3482130,1,43AL226L0,ILPNVAL0000007022, , ,152887
SRS,8302024,870,37482010,1,43AL226L0,ILPNVAL0000006989, , ,149309
SRS,8302024,870,25460913,1,43AL226L0,ILPNVAL0000006993, , ,146675
SRS,8302024,870,63643529,1,43AL226L0,ILPNVAL0000006994, , ,152933
SRS,8302024,870,513493,1,43AL226L0,ILPNVAL0000007009, , ,153336
SRS,8302024,870,5262572,1,43AL226L0,ILPNVAL0000007023, , ,153184
SRS,8302024,870,3481695,1,43AL226L0,ILPNVAL0000007024, , ,152883
SRS,8302024,870,4949189,1,43AL226L0,ILPNVAL0000007025, , ,152891
SRS,8302024,870,78083955,1,43AL226L0,ILPNVAL0000007026, , ,152885
SRS,8302024,870,23741220,1,43AL226L0,ILPNVAL0000007020, , ,153187
SRS,8302024,870,75835273,1,43AL226L0,ILPNVAL0000007003, , ,153517
SRS,8302024,870,2431766,1,43AL226L0,ILPNVAL0000007000, , ,153518
SRS,8302024,870,8826911,1,43AL226L0,ILPNVAL0000006999, , ,151696
SRS,8302024,870,25235587,1,43AL226L0,ILPNVAL0000006990, , ,152045
SRS,8302024,870,69023527,1,43AL226L0,ILPNVAL0000006976, , ,151695
SRS,8302024,870,32567198,1,43AL226L0,ILPNVAL0000007015, , ,152930
SRS,8302024,870,9835854,1,43AL227L0,ILPNVAL0000007053, , ,153997
SRS,8302024,870,203014,1,43AL227L0,ILPNVAL0000007049, , ,152611
SRS,8302024,870,405565,1,43AL227L0,ILPNVAL0000007047, , ,152656
SRS,8302024,870,1683227,1,43AL227L0,ILPNVAL0000007051, , ,5742
SRS,8302024,870,3045350,2,43AL227L0,ILPNVAL0000007048, , ,152501
SRS,8302024,870,405565,2,43AL227L0,ILPNVAL0000007061, , ,152652
SRS,8302024,870,202999,1,43AL227L0,ILPNVAL0000007045, , ,150764
SRS,8302024,870,42630233,1,43AL227L0,ILPNVAL0000007060, , ,153640
SRS,8302024,870,15703312,1,43AL227L0,ILPNVAL0000007046, , ,153844F15703312
SRS,8302024,870,88679561,1,43AL227L0,ILPNVAL0000007044, , ,153629
SRS,8302024,870,1683227,1,43AL227L0,ILPNVAL0000007059, , ,153061
SRS,8302024,870,52305334,1,43AL227L0,ILPNVAL0000007055, , ,151672
SRS,8302024,870,34726280,1,43AL227L0,ILPNVAL0000007058, , ,5548
SRS,8302024,870,30330464,1,43AL227L0,ILPNVAL0000007056, , ,153648
SRS,8302024,870,202999,1,43AL227L0,ILPNVAL0000007042, , ,153649
SRS,8302024,870,34727583,1,43AL227L0,ILPNVAL0000007057, , ,153964
SRS,8302024,870,9835656,1,43AL227L0,ILPNVAL0000007052, , ,153996
SRS,8302024,870,51559625,1,43AL227L0,ILPNVAL0000007043, , ,153443
SRS,8302024,870,1683227,1,43AL227L0,ILPNVAL0000007050, , ,5735
SRS,8302024,870,85389371,1,51AI009L0,ILPNVAL0000007098, , ,153102
SRS,8302024,870,7942669,1,51AI010L0,ILPNVAL0000007096, , ,153156
SRS,8302024,870,545717,1,51AI012L0,ILPNVAL0000007093, , ,151929
SRS,8302024,870,545851,1,51AI012L0,ILPNVAL0000007095, , ,153232
SRS,8302024,870,545799,1,51AI012L0,ILPNVAL0000007094, , ,153568
SRS,8302024,870,53108,1,51AI013L0,ILPNVAL0000007092, , ,151303
SRS,8302024,870,545753,1,51AI013L0,ILPNVAL0000007091, , ,153230
SRS,8302024,870,53108,1,51AI014L0,ILPNVAL0000007090, , ,152410
SRS,8302024,870,5793246,1,51AI014L0,ILPNVAL0000007089, , ,153233
SRS,8302024,870,34110800,1,51AI015L0,ILPNVAL0000003940, , ,153574
SRS,8302024,870,5842845,1,51AI016L0,ILPNVAL0000007085, , ,152507
SRS,8302024,870,5824067,1,51AI016L0,ILPNVAL0000007086, , ,B3ILPNVAL0000007086
SRS,8302024,870,5824067,1,51AI016L0,ILPNVAL0000007086, , ,153654
SRS,8302024,870,26722567,1,51AI016L0,ILPNVAL0000007088, , ,152478
SRS,8302024,870,19188426,1,51AI016L0,ILPNVAL0000007087, , ,152509
SRS,8302024,870,5842845,1,51AI017L0,ILPNVAL0000007082, , ,151304
SRS,8302024,870,545753,1,51AI017L0,ILPNVAL0000007084, , ,153230
SRS,8302024,870,85389595,1,51AI017L0,ILPNVAL0000007083, , ,152730
SRS,8302024,870,85389595,1,51AI017L0,ILPNVAL0000007083, , ,B3ILPNVAL0000007083
SRS,8302024,870,2280949,1,51AI018L0,ILPNVAL0000007081, , ,151298
SRS,8302024,870,545691,1,51AI018L0,ILPNVAL0000007079, , ,153231
SRS,8302024,870,9175490,1,51AI018L0,ILPNVAL0000007080, , ,151302
SRS,8302024,870,19188426,1,51AI019L0,ILPNVAL0000007077, , ,151928
SRS,8302024,870,85389371,1,51AI019L0,ILPNVAL0000007078, , ,151296
SRS,8302024,870,545717,1,51AI020L0,ILPNVAL0000007076, , ,151301
SRS,8302024,870,545753,1,51AI020L0,ILPNVAL0000007074, , ,12225252220
SRS,8302024,870,545851,1,51AI020L0,ILPNVAL0000007075, , ,151931
SRS,8302024,870,63516078,1,55AL001L0,ILPNVAL0000007102, , ,153922
SRS,8302024,870,4949189,1,55AL001L0,ILPNVAL0000006851, , ,147528
SRS,8302024,870,37482010,1,55AL001L0,ILPNVAL0000006849, , ,1493717
SRS,8302024,870,72361085,1,55AL001L0,ILPNVAL0000006862, , ,4544
SRS,8302024,870,7993521,1,55AL001L0,ILPNVAL0000006847, , ,1436876
SRS,8302024,870,75836254,1,55AL001L0,ILPNVAL0000006846, , ,148495
SRS,8302024,870,3481695,1,55AL001L0,ILPNVAL0000006881, , ,150083
SRS,8302024,870,3482015,1,55AL001L0,ILPNVAL0000006853, , ,150370
SRS,8302024,870,32567198,1,55AL001L0,ILPNVAL0000006860, , ,144625
SRS,8302024,870,25116554,1,55AL001L0,ILPNVAL0000006844, , ,4221
SRS,8302024,870,78082965,1,55AL001L0,ILPNVAL0000006879, , ,151937
SRS,8302024,870,50664898,1,55AL001L0,ILPNVAL0000006878, , ,145859
SRS,8302024,870,37482010,1,55AL001L0,ILPNVAL0000006842, , ,146053
SRS,8302024,870,46390218,1,55AL001L0,ILPNVAL0000006875, , ,144951
SRS,8302024,870,26338358,1,55AL001L0,ILPNVAL0000007101, , ,153940
SRS,8302024,870,34291302,1,55AL001L0,ILPNVAL0000006850, , ,149285
SRS,8302024,870,51804181,1,55AL001L0,ILPNVAL0000006852, , ,149930
SRS,8302024,870,34291802,1,55AL001L0,ILPNVAL0000006870, , ,4659
SRS,8302024,870,28343802,1,55AL001L0,ILPNVAL0000006871, , ,141835
SRS,8302024,870,19021908,1,55AL001L0,ILPNVAL0000006872, , ,871223
SRS,8302024,870,29269730,1,55AL001L0,ILPNVAL0000006863, , ,144617
SRS,8302024,870,34496556,1,55AL001L0,ILPNVAL0000006874, , ,143047
SRS,8302024,870,8826896,1,55AL001L0,ILPNVAL0000006858, , ,148822
SRS,8302024,870,28343802,1,55AL001L0,ILPNVAL0000006866, , ,148649
SRS,8302024,870,20326229,1,55AL001L0,ILPNVAL0000006857, , ,145885
SRS,8302024,870,2431766,1,55AL001L0,ILPNVAL0000006873, , ,876242
SRS,8302024,870,14298085,1,55AL001L0,ILPNVAL0000006869, , ,148601
SRS,8302024,870,25038380,1,55AL001L0,ILPNVAL0000006876, , ,142575
SRS,8302024,870,12713094,1,55AL001L0,ILPNVAL0000006877, , ,142991
SRS,8302024,870,23803878,1,55AL001L0,ILPNVAL0000006848, , ,149831
SRS,8302024,870,42327482,1,55AL001L0,ILPNVAL0000006867, , ,144114
SRS,8302024,870,72361085,1,55AL001L0,ILPNVAL0000006864, , ,148485
SRS,8302024,870,50718302,1,55AL001L0,ILPNVAL0000006880, , ,153069
SRS,8302024,870,38451122,1,55AL001L0,ILPNVAL0000006882, , ,150031
SRS,8302024,870,28343802,1,55AL001L0,ILPNVAL0000006868, , ,142469
SRS,8302024,870,4382800,1,55AL001L0,ILPNVAL0000006865, , ,150513
SRS,8302024,870,31039046,1,55AL001L0,ILPNVAL0000006859, , ,4335
SRS,8302024,870,30666085,1,55AL001L0,ILPNVAL0000006845, , ,149056
SRS,8302024,870,23741220,1,55AL001L0,ILPNVAL0000006841, , ,145903
SRS,8302024,870,446619,1,55AL001L0,ILPNVAL0000007062, , ,876591
SRS,8302024,870,26083865,1,55AL001L0,ILPNVAL0000006854, , ,148830
SRS,8302024,870,61055089,1,55AL001L0,ILPNVAL0000006855, , ,144496
SRS,8302024,870,26077309,1,55AL001L0,ILPNVAL0000006856, , ,148826
SRS,8302024,870,14475697,1,55AL001L0,ILPNVAL0000006861, , ,141967
SRS,8302024,870,5705340,1,D143AL227L,ILPNVAL0000007054, , ,153525
SRS,8302024,870,85389371,1,D151AI009L,5910704821, , ,153132
